%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1562019562619427578,15100,1562019562599999905,gpsRover,2,3,33.7744305345,-84.4054645508,276.754,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562672408051,15101,1562019562650000095,gpsRover,2,3,33.7744290302,-84.4054650285,276.799,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562720392949,15102,1562019562700000048,gpsRover,2,3,33.7744274673,-84.4054652765,276.793,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562770409353,15103,1562019562750000000,gpsRover,2,3,33.7744257998,-84.4054655668,276.786,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562820245743,15104,1562019562799999952,gpsRover,2,3,33.7744240918,-84.4054655408,276.805,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562870316248,15105,1562019562849999905,gpsRover,2,3,33.7744224143,-84.4054657413,276.818,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562920307457,15106,1562019562900000095,gpsRover,2,3,33.7744207108,-84.4054655985,276.81,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562969154591,15107,1562019562950000048,gpsRover,2,3,33.7744190643,-84.4054656455,276.808,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019563019117230,15108,1562019563000000000,gpsRover,2,3,33.7744173557,-84.4054655507,276.818,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019563078111722,15109,1562019563049999952,gpsRover,2,3,33.7744157593,-84.4054652232,276.786,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
